UserID,Question,Answer,Difficulty,Topic
3936,"Which 17th-century political movement demanded wider male suffrage, regular parliaments and equality before the law during the Putney Debates?",The Levellers,Hard,UK History
3937,Which 1534 statute declared Henry VIII Supreme Head of the Church of England?,The Act of Supremacy,Hard,UK History
3938,What was the name of the working-class movement that presented three major petitions to Parliament between 1839 and 1848?,Chartism,Hard,UK History
3939,Which British general defeated the French forces under the Marquis de Montcalm at the Battle of the Plains of Abraham in 1759?,James Wolfe,Hard,UK History
3940,"What was the name of the 1683 plot to assassinate Charles II and his brother, the future James II?",The Rye House Plot,Hard,UK History
3941,Which medieval English statute passed in 1351 attempted to return wages to pre-Black Death levels?,The Statute of Labourers,Hard,UK History
3942,Who became the first Archbishop of Canterbury after arriving in England in 597 on a mission from Pope Gregory the Great?,Augustine of Canterbury,Hard,UK History
3943,"Which 19th-century British Foreign Secretary and Prime Minister was associated with ""gunboat diplomacy"" and the Don Pacifico affair?",Lord Palmerston,Hard,UK History
3944,"Which peace treaty ended the War of the Spanish Succession in 1713, granting Britain Gibraltar and Minorca?",The Treaty of Utrecht,Hard,UK History
3945,What name was given to the 1720 financial crash involving shares in the South Sea Company?,The South Sea Bubble,Hard,UK History
3946,Which British explorer commanded the ill-fated 1845 expedition to find the Northwest Passage aboard HMS Erebus and HMS Terror?,Sir John Franklin,Hard,UK History
3947,What name was given to the republic declared in England in 1649 after the execution of Charles I?,The Commonwealth of England,Hard,UK History
3948,Which act of Parliament in 1911 replaced the House of Lords' absolute veto over most public bills with a power to delay them?,The Parliament Act 1911,Hard,UK History
3949,Who designed the Crystal Palace for the Great Exhibition of 1851?,Joseph Paxton,Hard,UK History
3950,"Which battle in AD 937 saw King Athelstan defeat a combined army of Scots, Vikings and Britons?",The Battle of Brunanburh,Hard,UK History
3951,Which piece of legislation passed in 1867 greatly expanded the electorate to include a portion of the urban working class?,The Second Reform Act,Hard,UK History
3952,"What ancient chronicle, traditionally associated with Alfred the Great, records early English history?",The Anglo-Saxon Chronicle,Hard,UK History
3953,Which treaty signed in 1604 formally ended the 19-year Anglo-Spanish War during the reign of James I?,The Treaty of London,Hard,UK History
3954,Which British trade unionist and politician helped found the Independent Labour Party in 1893?,Keir Hardie,Hard,UK History
3955,"What was the name of the 1931 crisis in which Atlantic Fleet sailors protested against pay cuts, shaking confidence in the British economy?",The Invergordon Mutiny,Hard,UK History
3956,Which medieval queen was the mother of Richard I and King John?,Eleanor of Aquitaine,Hard,UK History
3957,What term describes the removal of tenants from the Scottish Highlands during the 18th and 19th centuries?,The Highland Clearances,Hard,UK History
3958,Which 1922 government policy document clarified Britain's interpretation of the Balfour Declaration and its policy in Palestine?,The Churchill White Paper,Hard,UK History
3959,What was the name of the major 1645 battle that decisively destroyed the main Royalist army during the First English Civil War?,The Battle of Naseby,Hard,UK History
3960,Which Thomas Paine pamphlet published in 1791 became a foundational text for British republican and democratic movements?,Rights of Man,Hard,UK History
3961,What name was given to the secret 1916 agreement proposing British and French administration and spheres of influence in Ottoman territories?,The Sykes-Picot Agreement,Hard,UK History
3962,What name is given to the 1642 incident in which Charles I attempted to arrest five Members of Parliament?,The Attempted Arrest of the Five Members,Hard,UK History
3963,Which politician served as Chancellor of the Exchequer from 1852 to 1855 and delivered a budget speech lasting four hours and 45 minutes?,William Ewart Gladstone,Hard,UK History
3964,Who was the principal author of the 1549 Book of Common Prayer?,Thomas Cranmer,Hard,UK History
3965,Which Prime Minister was assassinated in the lobby of the House of Commons in 1812?,Spencer Perceval,Hard,UK History
3966,"Between the release of the first Iron Man film and Avengers: Endgame, which film marked the first time Spider-Man appeared in the Marvel Cinematic Universe?",Captain America: Civil War,Easy,In between:
3967,"Between the 9/11 attacks and the 2008 Financial Crisis, which major Middle Eastern conflict did the United States launch in 2003?",The Iraq War,Easy,In between:
3968,"Between the launch of the first iPhone and the release of the Apple Watch, which major touchscreen tablet did Apple introduce?",The iPad,Easy,In between:
3969,"Between Barack Obama's first and second presidential election victories, which massive natural disaster devastated Japan and triggered a nuclear crisis in 2011?",The Tohoku earthquake and tsunami,Easy,In between:
3970,"Between the series premiere of Game of Thrones and its controversial finale, which author published the A Song of Ice and Fire novel A Dance with Dragons?",George R.R. Martin,Easy,In between:
3971,"Between France winning the FIFA World Cup in 1998 and their second victory in 2018, which South American nation won the tournament in 2002?",Brazil,Easy,In between:
3972,"Between the launch of YouTube and TikTok, which image-sharing app launched in 2010 and was later acquired by Facebook?",Instagram,Easy,In between:
3973,"Between the fall of the Berlin Wall and the 9/11 attacks, which South African leader was released from prison in 1990?",Nelson Mandela,Easy,In between:
3974,"Between the release of Avatar and Avatar: The Way of Water, which Marvel crossover film temporarily broke Avatar's all-time box-office record?",Avengers: Endgame,Easy,In between:
3975,"Between the 2008 Beijing Olympics and the 2016 Rio Olympics, which European city hosted the Summer Games in 2012?",London,Easy,In between:
3976,"Between the launch of the PlayStation 3 and PlayStation 5, which home console did Sony release in 2013?",PlayStation 4,Easy,In between:
3977,"Between the release of the first Harry Potter film and the final Deathly Hallows film, which immersive theme-park land opened in Orlando in 2010?",The Wizarding World of Harry Potter,Easy,In between:
3978,"Between the 2003 invasion of Iraq and the 2008 Financial Crisis, which major natural disaster struck the Gulf Coast and flooded 80% of New Orleans in 2005?",Hurricane Katrina,Easy,In between:
3979,"Between the release of the Nintendo Wii and Nintendo Switch, which poorly received console featuring a GamePad screen did Nintendo release?",Wii U,Easy,In between:
3980,"Between the deaths of Michael Jackson and Prince, which British singer behind Back to Black died in 2011?",Amy Winehouse,Easy,In between:
3981,"Between the assassination of John F. Kennedy and the resignation of Richard Nixon, which civil-rights leader was assassinated in Memphis in 1968?",Martin Luther King Jr.,Easy,In between:
3982,"Between the UK's Brexit referendum and its official exit in 2020, which royal wedding took place in May 2018?",Prince Harry and Meghan Markle,Easy,In between:
3983,"Between the 2014 FIFA World Cup in Brazil and the 2022 World Cup in Qatar, which country hosted the 2018 tournament?",Russia,Easy,In between:
3984,"Between the launch of the original Game Boy and Nintendo DS, which handheld family of consoles began releasing in 2001?",Game Boy Advance,Easy,In between:
3985,"Between the inaugurations of Donald Trump and Joe Biden, which global movement saw massive protests following the murder of George Floyd?",Black Lives Matter,Easy,In between:
3986,"Between the release of Grand Theft Auto IV and Red Dead Redemption 2, which Rockstar open-world game was released in 2013?",Grand Theft Auto V,Easy,In between:
3987,"Between the deaths of Princess Diana and Queen Elizabeth II, who married Prince William in 2011 and became the Duchess of Cambridge?",Catherine Middleton,Easy,In between:
3988,"Between the original Star Wars trilogy and the sequel trilogy, which trilogy began in 1999 with The Phantom Menace?",The Star Wars prequel trilogy,Easy,In between:
3989,"Between the 2004 Indian Ocean tsunami and the 2010 Haiti earthquake, which massive global economic collapse occurred?",The 2008 Financial Crisis,Easy,In between:
3990,"Between Justin Bieber's breakout single Baby and his album Justice, which comeback album featured Sorry and What Do You Mean?",Purpose,Easy,In between:
3991,"Between the first and fourth seasons of Stranger Things, which global pandemic severely delayed the show's production?",COVID-19,Easy,In between:
3992,"Between the elections of Bill Clinton and Barack Obama, which US presidential candidate won the popular vote but lost the Electoral College in 2000?",Al Gore,Easy,In between:
3993,"Between the releases of Finding Nemo and Finding Dory, which Pixar film featured a lonely rubbish-compacting robot?",WALL-E,Easy,In between:
3994,"Between the launches of MySpace and Instagram, which dominant social network was founded by Mark Zuckerberg?",Facebook,Easy,In between:
3995,"Between the premieres of Naruto and Boruto, which sequel anime followed the characters as teenagers?",Naruto Shippuden,Easy,In between:
3996,"Between the sinking of the Titanic and the start of World War II, which global economic downturn began with the 1929 stock-market crash?",The Great Depression,Easy,In between:
3997,"Between the start of the French Revolution and the Battle of Waterloo, which military leader crowned himself Emperor of the French?",Napoleon Bonaparte,Easy,In between:
3998,"Between the launches of the Hubble and James Webb space telescopes, which NASA rover landed on Mars in 2012?",Curiosity,Easy,In between:
3999,"Between The Legend of Zelda: Ocarina of Time and Breath of the Wild, which cel-shaded Zelda game was released on the GameCube?",The Wind Waker,Easy,In between:
4000,"Between Serena Williams winning her first and final Grand Slam singles titles, which British grass-court tournament did she win seven times?",Wimbledon,Easy,In between:
4001,"Between the first Assassin's Creed and Assassin's Creed Origins, which pirate-themed instalment starred Edward Kenway?",Assassin's Creed IV: Black Flag,Easy,In between:
4002,"Between the start of the Syrian Civil War and Russia's invasion of Ukraine, which historic climate agreement was adopted by 196 parties in 2015?",The Paris Agreement,Easy,In between:
4003,"Between the releases of Inception and Interstellar, which Batman film did Christopher Nolan direct?",The Dark Knight Rises,Easy,In between:
4004,"Between the discovery of penicillin and the eradication of smallpox, which global health organisation was founded under the UN in 1948?",The World Health Organization,Easy,In between:
4005,"Between the launches of the Oculus Rift and Meta Quest 2, which augmented-reality mobile game took the world by storm in summer 2016?",Pokémon GO,Easy,In between:
4006,"Between the premiere of The Office UK and the finale of The Office US, which mockumentary about the local government of Pawnee, Indiana, premiered?",Parks and Recreation,Easy,In between:
4007,"Between the releases of the first iPad and Apple Pencil, which Apple co-founder died in 2011?",Steve Jobs,Easy,In between:
4008,"Between the first election of Hugo Chávez and Venezuela's economic collapse, which South American country elected Lula da Silva for his first term in 2002?",Brazil,Easy,In between:
4009,"Between the launches of the Sega Dreamcast and Nintendo Wii, which console remained the best-selling video game system of all time as of 2026?",PlayStation 2,Easy,In between:
4010,"Between the 2010 and 2014 FIFA World Cups, which major international tournament did Spain win?",Euro 2012,Easy,In between:
4011,"Between the end of the Nigerian Civil War and the 1994 Rwandan genocide, which 1979 revolution took place in Iran?",The Iranian Revolution,Easy,In between:
4012,"Between the launches of the original Xbox and Xbox 360, which online subscription service did Microsoft launch in 2002?",Xbox Live,Easy,In between:
4013,"Between Windows XP and Windows 7, which heavily criticised operating system did Microsoft release in 2007?",Windows Vista,Easy,In between:
4014,"Between the foundation of the Republic of Turkey and Atatürk's death, what name was officially adopted for Constantinople in 1930?",Istanbul,Easy,In between:
4015,"Between the first Batman: Arkham game and Arkham Knight, which critically acclaimed sequel featured Hugo Strange as the main antagonist?",Batman: Arkham City,Medium,In between:
4016,"Between the launches of Spotify and Apple Music, which high-fidelity music-streaming service was acquired and relaunched by Jay-Z?",Tidal,Medium,In between:
4017,"Between the first John Wick film and John Wick: Chapter 4, which entry was subtitled Parabellum?",John Wick: Chapter 3 - Parabellum,Medium,In between:
4018,"Between the 1963 March on Washington and Martin Luther King Jr.'s assassination, which landmark 1965 legislation outlawed discriminatory voting practices?",The Voting Rights Act of 1965,Medium,In between:
4019,"Between Arctic Monkeys' debut album and AM, which album featured Fluorescent Adolescent?",Favourite Worst Nightmare,Medium,In between:
4020,"Between Spain's 2010 World Cup victory and its Euro 2024 victory, which nation defeated hosts France to win Euro 2016?",Portugal,Medium,In between:
4021,"Between the iPhone 4 and iPhone X, which iPhone model introduced the Touch ID fingerprint sensor?",iPhone 5S,Medium,In between:
4022,"Between Pakistan's independence and the execution of Zulfikar Ali Bhutto, which country fought a brief border war with India in 1962?",China,Medium,In between:
4023,"Between the Gulf War and the 2003 invasion of Iraq, which terrorist attack targeted a US Navy destroyer in Yemen in 2000?",The USS Cole bombing,Medium,In between:
4024,"Between the first Deadpool film and Deadpool & Wolverine, which time-travelling mutant was introduced as an ally in the second film?",Cable,Medium,In between:
4025,"Between the end of the Bosnian War and Kosovo's declaration of independence, which European capital was bombed by NATO forces in 1999?",Belgrade,Medium,In between:
4026,"Between Daft Punk's Discovery and Random Access Memories, which studio album featured Robot Rock?",Human After All,Medium,In between:
4027,"Between the Arab Spring and the 2022 FIFA World Cup, which international football tournament took place in Egypt in 2019?",The Africa Cup of Nations,Medium,In between:
4028,"Between the first season and Final Season of Attack on Titan, which animation studio took over production from WIT Studio?",MAPPA,Medium,In between:
4029,"Between the US withdrawal from Vietnam and the fall of the Berlin Wall, which Soviet leader introduced glasnost and perestroika?",Mikhail Gorbachev,Medium,In between:
4030,"Between the launch of Vine and the rise of TikTok, which lip-syncing app was acquired by ByteDance and later merged into TikTok?",Musical.ly,Medium,In between:
4031,"Between Arsenal's Invincibles season and Leicester City's Premier League title, which Manchester club won its first Premier League title in 2012?",Manchester City,Medium,In between:
4032,"Between the end of the US Civil War and the outbreak of World War I, which European country was unified under Otto von Bismarck in 1871?",Germany,Medium,In between:
4033,"Between the Google Pixel 1 and Pixel 6, which budget-friendly line of Pixel phones was introduced in 2019?",The Pixel A-Series,Medium,In between:
4034,"Between the Brexit referendum and Russia's invasion of Ukraine, which former Russian military-intelligence officer survived a Novichok poisoning in the UK in 2018?",Sergei Skripal,Medium,In between:
4035,"Between Jürgen Klopp becoming Liverpool manager and the club winning its first Premier League title, which major European trophy did Liverpool win in 2019?",The UEFA Champions League,Medium,In between:
4036,"Between the first Dark Souls and Elden Ring, which Gothic Victorian-inspired game did FromSoftware release in 2015?",Bloodborne,Medium,In between:
4037,"Between Tyler, the Creator's Flower Boy and Call Me If You Get Lost, which Grammy-winning album did he release in 2019?",IGOR,Medium,In between:
4038,"Between the releases of Get Out and Nope, which Jordan Peele horror film featured doppelgängers?",Us,Medium,In between:
4039,"Between the end of the Chinese Civil War and the Tiananmen Square protests, which disastrous economic campaign did Mao Zedong launch in 1958?",The Great Leap Forward,Medium,In between:
4040,"Between the first and fourth John Wick films, which Cold War action film starring Charlize Theron was directed by David Leitch?",Atomic Blonde,Medium,In between:
4041,"Between South Africa's Rugby World Cup victories in 1995 and 2019, which Northern Hemisphere nation won the tournament in 2003?",England,Medium,In between:
4042,"Between the first Halo game and Halo Infinite, which studio took over development of the franchise from Bungie?",343 Industries,Medium,In between:
4043,"Between the construction and fall of the Berlin Wall, which US president stood before it in 1987 and urged Gorbachev to tear it down?",Ronald Reagan,Medium,In between:
4044,"Between Spider-Man: Homecoming and Spider-Man: No Way Home, which illusionist villain did Peter fight in Europe during Far From Home?",Mysterio,Medium,In between:
4045,"Between the first Resident Evil game and Resident Evil Village, which instalment shifted the main series to a first-person perspective?",Resident Evil 7: Biohazard,Medium,In between:
4046,"Between the first Raspberry Pi and Raspberry Pi 4, which tiny $5 version of the computer was introduced?",Raspberry Pi Zero,Medium,In between:
4047,"Between the signing of the Oslo Accords and the outbreak of the Second Intifada, which Israeli prime minister was assassinated in 1995?",Yitzhak Rabin,Medium,In between:
4048,"Between Salvador Allende's election and Chile's return to democracy, which military dictator ruled from 1973 to 1990?",Augusto Pinochet,Medium,In between:
4049,"Between the discovery of the Rosetta Stone and the completion of the Suez Canal, which war in the 1850s involved Russia and an alliance including France and Britain?",The Crimean War,Medium,In between:
4050,"Between Russia's annexation of Crimea and its 2022 invasion of Ukraine, which agreements signed in Belarus attempted to halt the war in the Donbas?",The Minsk Agreements,Medium,In between:
4051,"Between Harry Potter and the Goblet of Fire and Order of the Phoenix, which 2001 companion book focused on magical creatures?",Fantastic Beasts and Where to Find Them,Medium,In between:
4052,"Between the start of the Peloponnesian War and the conquests of Alexander the Great, which Athenian philosopher was sentenced to death for impiety and corrupting the youth?",Socrates,Medium,In between:
4053,"Between Final Fantasy VII and Final Fantasy X, which mainline instalment was the only one to feature the Junction system?",Final Fantasy VIII,Hard,In between:
4054,"Between the Taiping and Boxer rebellions, which 1894 conflict was fought between the Qing dynasty and Japan primarily over control of Korea?",The First Sino-Japanese War,Hard,In between:
4055,"Between the first Fast & Furious film and Fast Five, which short film directed by Vin Diesel explained how Dom and Letty reached the Dominican Republic?",Los Bandoleros,Hard,In between:
4056,"Between Neon Genesis Evangelion and the Rebuild films, which 1997 film served as an alternate ending to the original television series?",The End of Evangelion,Hard,In between:
4057,"Between the assassination of Tsar Alexander II and the Russian Revolution of 1905, which war began in 1904 and ended in a Russian defeat?",The Russo-Japanese War,Hard,In between:
4058,"Between the first and fifth A Song of Ice and Fire books, which prequel novella series began with The Hedge Knight?",Tales of Dunk and Egg,Hard,In between:
4059,"Between Slipknot's debut album and All Hope Is Gone, which album featured the Grammy-winning single Before I Forget?",Vol. 3: The Subliminal Verses,Hard,In between:
4060,"Between the Meiji Restoration and the beginning of the Sh?wa era, which short period of Japanese history coincided with Emperor Yoshihito's reign?",The Taish? era,Hard,In between:
4061,"Between the Bitcoin genesis block and Ethereum's launch, which cryptocurrency exchange collapsed in 2014 after reporting the loss of hundreds of thousands of bitcoins?",Mt. Gox,Hard,In between:
4062,"Between Casino Royale and Skyfall, which James Bond film faced production issues because of the 2007 Writers Guild strike?",Quantum of Solace,Hard,In between:
4063,"Between Singapore's independence and the Asian Financial Crisis, which founding prime minister stepped down in 1990?",Lee Kuan Yew,Hard,In between:
4064,"Between the first and final seasons of The Wire, which season shifted much of its focus to Baltimore's port and stevedores?",Season 2,Hard,In between:
4065,"Between the first Bionicle sets and the theme's cancellation, which storyline arc took place in the underwater city of Mahri Nui?",The 2007 Ignition arc,Hard,In between:
4066,"Between the First Opium War and the Taiping Rebellion, which treaty formally ceded Hong Kong Island to Britain?",The Treaty of Nanking,Hard,In between:
4067,"Between Radiohead's Kid A and In Rainbows, which 2003 album was released with the alternative title The Gloaming?",Hail to the Thief,Hard,In between:
4068,"Between the Franco-Prussian War and World War I, which diplomatic crisis involving the Kaiser's visit to Tangier occurred in 1905?",The First Moroccan Crisis,Hard,In between:
4069,"Between the start of the Iran-Iraq War and Iraq's invasion of Kuwait, which incident saw a US cruiser shoot down an Iranian civilian airliner in 1988?",Iran Air Flight 655,Hard,In between:
4070,"Between BioShock and BioShock Infinite, which BioShock 2 expansion placed players in the role of Subject Sigma?",Minerva's Den,Hard,In between:
4071,"Between the first Magic: The Gathering Alpha set and the creation of the Modern format, which block introduced the Planeswalker card type?",Lorwyn,Hard,In between:
4072,"Between Abraham Lincoln's election and the bombardment of Fort Sumter, which Southern state was the first to secede?",South Carolina,Hard,In between:
4073,"Between the assassination of Alexander Litvinenko and the poisoning of Sergei Skripal, which Russian opposition leader was assassinated in 2015?",Boris Nemtsov,Hard,In between:
4074,"Between the Boxer Rebellion and the Xinhai Revolution, which final Chinese emperor ascended the Qing throne as a toddler in 1908?",Puyi,Hard,In between:
4075,"Which major US city is known as ""The Big Apple""?",New York City,Easy,Match the Nickname
4076,"Which British Prime Minister was dubbed ""The Iron Lady"" by a Soviet journalist?",Margaret Thatcher,Easy,Match the Nickname
4077,"Which legendary singer and dancer is known as ""The King of Pop""?",Michael Jackson,Easy,Match the Nickname
4078,"Which European island is known as ""The Emerald Isle""?",Ireland,Easy,Match the Nickname
4079,"Which European capital is known as ""The City of Light""?",Paris,Easy,Match the Nickname
4080,"Which baseball legend was known as ""The Great Bambino""?",Babe Ruth,Easy,Match the Nickname
4081,"Which British rock band was nicknamed ""The Fab Four""?",The Beatles,Easy,Match the Nickname
4082,"Which East Asian country is known as ""The Land of the Rising Sun""?",Japan,Easy,Match the Nickname
4083,"Which singer is widely known as ""The Queen of Pop""?",Madonna,Easy,Match the Nickname
4084,"Which heavyweight boxer proclaimed himself ""The Greatest""?",Muhammad Ali,Easy,Match the Nickname
4085,"Which English Premier League club is known as ""The Red Devils""?",Manchester United,Easy,Match the Nickname
4086,"Which DC Comics superhero is known as ""The Man of Steel""?",Superman,Easy,Match the Nickname
4087,"Which Gotham-based superhero is known as ""The Dark Knight""?",Batman,Easy,Match the Nickname
4088,"Which major US city is known as ""The Windy City""?",Chicago,Easy,Match the Nickname
4089,"Which music legend is known as ""The King of Rock and Roll""?",Elvis Presley,Easy,Match the Nickname
4090,"Which US city is known as ""The Motor City""?",Detroit,Easy,Match the Nickname
4091,"Which California metropolis is known as ""The City of Angels""?",Los Angeles,Easy,Match the Nickname
4092,"Which Portuguese football manager became known as ""The Special One"" after a 2004 press conference?",José Mourinho,Easy,Match the Nickname
4093,What two-word nickname is commonly used for association football?,The Beautiful Game,Easy,Match the Nickname
4094,"Which US state is known as ""The Sunshine State""?",Florida,Easy,Match the Nickname
4095,"Which Game of Thrones character holds the title ""Mother of Dragons""?",Daenerys Targaryen,Easy,Match the Nickname
4096,"Which North London football club is known as ""The Gunners""?",Arsenal,Easy,Match the Nickname
4097,"Which fictional wizard is known as ""The Boy Who Lived""?",Harry Potter,Easy,Match the Nickname
4098,"Which Argentine footballer is nicknamed ""La Pulga"", meaning ""The Flea""?",Lionel Messi,Easy,Match the Nickname
4099,"Which NBA legend gave himself the nickname ""The Black Mamba""?",Kobe Bryant,Easy,Match the Nickname
4100,"Which NBA superstar is known as ""King James""?",LeBron James,Easy,Match the Nickname
4101,"Which US state is known as ""The Golden State""?",California,Easy,Match the Nickname
4102,"Which Louisiana city is known as ""The Big Easy""?",New Orleans,Easy,Match the Nickname
4103,"Which European capital is known as ""The Eternal City""?",Rome,Easy,Match the Nickname
4104,"Which planet is known as ""The Red Planet""?",Mars,Easy,Match the Nickname
4105,"Which English monarch was known as ""The Virgin Queen""?",Queen Elizabeth I,Easy,Match the Nickname
4106,"Which British royal was dubbed ""The People's Princess"" by Tony Blair in 1997?",Princess Diana,Easy,Match the Nickname
4107,"Which American rock legend is known as ""The Boss""?",Bruce Springsteen,Easy,Match the Nickname
4108,"Which musician is known as ""The Godfather of Soul""?",James Brown,Easy,Match the Nickname
4109,"Which singer was known as ""The Queen of Soul""?",Aretha Franklin,Easy,Match the Nickname
4110,"Which African country was described by Desmond Tutu as ""The Rainbow Nation""?",South Africa,Easy,Match the Nickname
4111,"Which nation is commonly known as ""The Land Down Under""?",Australia,Easy,Match the Nickname
4112,"Which American abolitionist was known as ""Moses"" for her work on the Underground Railroad?",Harriet Tubman,Easy,Match the Nickname
4113,"Which Portuguese footballer is known as ""CR7""?",Cristiano Ronaldo,Easy,Match the Nickname
4114,"Which Spanish tennis great is known as ""The King of Clay""?",Rafael Nadal,Easy,Match the Nickname
4115,"Which European country is known as ""The Boot"" because of its shape?",Italy,Easy,Match the Nickname
4116,"Which US state is known as ""The Empire State""?",New York,Easy,Match the Nickname
4117,"Which US state is known as ""The Lone Star State""?",Texas,Easy,Match the Nickname
4118,"Which US state is known as ""The Aloha State""?",Hawaii,Easy,Match the Nickname
4119,"Which Indian independence leader is revered as ""The Father of the Nation"" in India?",Mahatma Gandhi,Easy,Match the Nickname
4120,"Which English playwright is known as ""The Bard of Avon""?",William Shakespeare,Easy,Match the Nickname
4121,"Which major urban centre was widely recognised as the United Kingdom's ""Second City"" until recently?",Birmingham,Easy,Match the Nickname
4122,"Which South Asian island nation is known as ""The Teardrop of India""?",Sri Lanka,Easy,Match the Nickname
4123,"Which Indonesian island is known as ""The Island of the Gods""?",Bali,Easy,Match the Nickname
4124,"Which French emperor was known as ""The Little Corporal""?",Napoleon Bonaparte,Easy,Match the Nickname
4125,"Which Scottish city is known as ""The Granite City""?",Aberdeen,Medium,Match the Nickname
4126,"Which Egyptian footballer is known as ""The Egyptian King""?",Mohamed Salah,Medium,Match the Nickname
4127,"Which NBA star born in Athens is known as ""The Greek Freak""?",Giannis Antetokounmpo,Medium,Match the Nickname
4128,"Which East African country was dubbed ""The Pearl of Africa"" by Winston Churchill?",Uganda,Medium,Match the Nickname
4129,"Which Caribbean island nation is known as ""The Spice Isle""?",Grenada,Medium,Match the Nickname
4130,"Which Swiss tennis legend is known as ""The Maestro""?",Roger Federer,Medium,Match the Nickname
4131,"Which New York Yankees legend was known as ""The Iron Horse""?",Lou Gehrig,Medium,Match the Nickname
4132,"Which heavyweight boxing champion was known as ""The Brown Bomber""?",Joe Louis,Medium,Match the Nickname
4133,"Which German field marshal was known as ""The Desert Fox""?",Erwin Rommel,Medium,Match the Nickname
4134,"Which Brazilian football legend is known as ""El Fenómeno""?",Ronaldo,Medium,Match the Nickname
4135,"Which Pacific Northwest US city is known as ""The Emerald City""?",Seattle,Medium,Match the Nickname
4136,"Which vast high-altitude plateau is known as ""The Roof of the World""?",Tibetan Plateau,Medium,Match the Nickname
4137,"Which Southeast Asian city-state is known as ""The Lion City""?",Singapore,Medium,Match the Nickname
4138,"Which European country is nicknamed ""L'Hexagone"" because of its shape?",France,Medium,Match the Nickname
4139,"Which East African country is known as ""The Land of a Thousand Hills""?",Rwanda,Medium,Match the Nickname
4140,"Which East Asian nation is known as ""The Hermit Kingdom""?",North Korea,Medium,Match the Nickname
4141,"Which empire was known as ""The Sick Man of Europe""?",Ottoman Empire,Medium,Match the Nickname
4142,"Which Asian country is known as ""The Graveyard of Empires""?",Afghanistan,Medium,Match the Nickname
4143,"Which English university city is known as ""The City of Dreaming Spires""?",Oxford,Medium,Match the Nickname
4144,"Which Yorkshire city is known as the UK's ""Steel City""?",Sheffield,Medium,Match the Nickname
4145,"Which Pennsylvania city is known as the US ""Steel City""?",Pittsburgh,Medium,Match the Nickname
4146,"Which US state is known as ""The Garden State""?",New Jersey,Medium,Match the Nickname
4147,"Which US state is known as ""The Tar Heel State""?",North Carolina,Medium,Match the Nickname
4148,"Which American actor was known as ""The King of Cool""?",Steve McQueen,Medium,Match the Nickname
4149,"Which South African leader was affectionately known as ""Madiba""?",Nelson Mandela,Medium,Match the Nickname
4150,"Which French heroine is known as ""The Maid of Orléans""?",Joan of Arc,Medium,Match the Nickname
4151,"Which Venezuelan leader was known as ""The Liberator"" of South America?",Simón Bolívar,Medium,Match the Nickname
4152,"Which nurse became known as ""The Lady with the Lamp"" during the Crimean War?",Florence Nightingale,Medium,Match the Nickname
4153,"Which heavy metal vocalist is known as ""The Prince of Darkness""?",Ozzy Osbourne,Medium,Match the Nickname
4154,"Which British guitarist is known as ""Slowhand""?",Eric Clapton,Medium,Match the Nickname
4155,"Which Canadian ice-hockey legend is known as ""The Great One""?",Wayne Gretzky,Medium,Match the Nickname
4156,"Which French monarch was known as ""The Sun King""?",Louis XIV,Medium,Match the Nickname
4157,"Which NBA point guard was known as ""The Answer""?",Allen Iverson,Medium,Match the Nickname
4158,"Which NBA legend was known as ""The Stilt""?",Wilt Chamberlain,Medium,Match the Nickname
4159,"Which San Antonio Spurs legend was known as ""The Admiral""?",David Robinson,Medium,Match the Nickname
4160,"Which NBA defensive star was known as ""The Glove""?",Gary Payton,Medium,Match the Nickname
4161,"Which tennis player was known as ""Pistol Pete""?",Pete Sampras,Medium,Match the Nickname
4162,"Which football manager was known as ""Le Professeur""?",Arsène Wenger,Medium,Match the Nickname
4163,"Which Nordic island nation is known as ""The Land of Fire and Ice""?",Iceland,Medium,Match the Nickname
4164,"Which archaeological city is known as ""The Rose City""?",Petra,Medium,Match the Nickname
4165,"Which East Asian nation is known as ""The Land of the Morning Calm""?",South Korea,Medium,Match the Nickname
4166,"Which Moroccan city is known as ""The Red City""?",Marrakech,Medium,Match the Nickname
4167,"Which European capital is known as ""The City of a Hundred Spires""?",Prague,Medium,Match the Nickname
4168,"Which 5th-century ruler was known as ""The Scourge of God""?",Attila the Hun,Medium,Match the Nickname
4169,"Which silent-film pioneer was known as ""The King of Comedy""?",Mack Sennett,Hard,Match the Nickname
4170,"Which Dutch footballer and manager was known as ""The Flying Dutchman""?",Johan Cruyff,Hard,Match the Nickname
4171,"Which Dutch footballer was nicknamed ""The Non-Flying Dutchman"" because of his fear of flying?",Dennis Bergkamp,Hard,Match the Nickname
4172,"Which Italian footballer was known as ""The Divine Ponytail""?",Roberto Baggio,Hard,Match the Nickname
4173,"Which Norwegian football striker was known as ""The Baby-Faced Assassin""?",Ole Gunnar Solskjær,Hard,Match the Nickname
4174,"Which NBA power forward was known as ""The Round Mound of Rebound""?",Charles Barkley,Hard,Match the Nickname
4175,"Which Boston Celtics legend was dubbed ""The Truth"" by Shaquille O'Neal?",Paul Pierce,Hard,Match the Nickname
4176,"Which NFL running back was known as ""The Nigerian Nightmare""?",Christian Okoye,Hard,Match the Nickname
4177,"Which combat sport is known as ""The Sweet Science""?",Boxing,Hard,Match the Nickname
4178,"Which ice-hockey legend whose career spanned five decades was known as ""Mr. Hockey""?",Gordie Howe,Hard,Match the Nickname
